id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
991399695808450560,https://twitter.com/mvaez/status/991399695808450560,Tue May 01 19:31:21 +0000 2018,2018-05-01 19:31:21+00:00,mvaez,RT @visitHMML: HMML congratulates Dr. Sabine Schmidtke on receiving an NEH grant that will allow her to digitize over 1600 Zaydi manuscript…,retweet,,,,,0,,,,en,,,25,984067127744389121,visitHMML,1151237616,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",71791367,Sat Sep 05 12:35:37 +0000 2009,False,"Univ. of Tehran, Architecture Alumna. Khorasan my ancestral land.☿Hermes rules my life! I tweet/rt mostly about #NearEastern #ArtsAndSciences,#CulturalHeritage.",4691,284,3176,12,"Tehran, Iran",Mohammed Vaez,938,Tehran,,False
991397642214264832,https://twitter.com/DigtalHumanatee/status/991397642214264832,Tue May 01 19:23:11 +0000 2018,2018-05-01 19:23:11+00:00,DigtalHumanatee,"RT @jwallislib: What are your favorite #digitalhumanities projects that focus on minority/underserved populations, or non-American/European…",retweet,,digitalhumanities,,,0,,,,en,,,1,991391810596503552,jwallislib,188983114,"<a href=""https://twitter.com/DigtalHumanatee?lang=en"" rel=""nofollow"">K. White</a>",987712090071814144,Sat Apr 21 15:18:07 +0000 2018,True,,0,13,2,0,,K. White,386,Pacific Time (US & Canada),,False
991392064838434816,https://twitter.com/EdnaJoya/status/991392064838434816,Tue May 01 19:01:02 +0000 2018,2018-05-01 19:01:02+00:00,EdnaJoya,RT @jlori: La próxima semana en Colombia invitado por la @USTABGA al Congreso Internacional de Humanidades https://t.co/QwGji611RH #digital…,retweet,,,,http://www.ustabuca.edu.co/gpresenzia/vista/tpl/ustabmanga/-xvi-congreso-internacional-de-humanidades-usta.html,0,,,,es,,False,4,991282000278511616,jlori,8075962,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",931188906,Wed Nov 07 04:20:28 +0000 2012,False,"Historiadora
Esp. Comunicación Organizacional
Máster en Comunicación e Identidad Corporativa (c)
Bucaramanga - Colombia",2105,246,395,2,,Edna Joya,794,,,False
991391810596503552,https://twitter.com/jwallislib/status/991391810596503552,Tue May 01 19:00:01 +0000 2018,2018-05-01 19:00:01+00:00,jwallislib,"What are your favorite #digitalhumanities projects that focus on minority/underserved populations, or non-American/European regions?",original,,digitalhumanities,,,0,,,,en,,,1,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",188983114,Fri Sep 10 02:04:09 +0000 2010,False,Media/Arts/Humanities Librarian @ Simmons,3,17,40,0,"Boston, MA",Jess Wallis,5,Eastern Time (US & Canada),,False
991391177248305154,https://twitter.com/M_Mandalka/status/991391177248305154,Tue May 01 18:57:30 +0000 2018,2018-05-01 18:57:30+00:00,M_Mandalka,RT @OpenSemSearch: New #OpenSource release of #Open #Semantic #EntityExtraction #API with #Python module Entity Manager for easier import o…,retweet,,OpenSource Open Semantic EntityExtraction API Python,,,0,,,,en,,False,4,991389072190050305,OpenSemSearch,1104347432,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",576251130,Thu May 10 11:54:27 +0000 2012,False,"Journalist (Politik, IT, #DDJ, #Recherche, @Gegen_Nazis) & Informatiker (OpenSource @DDJ_Tools, @OpenSemSearch, @DIY_Datenschutz, #LinkedData, #Textmining)",782,626,2078,146,"Karlsruhe, Baden-Württemberg",Markus Mandalka,2526,Berlin,http://mandalka.name,False
991391085749506048,https://twitter.com/FSPC_journal/status/991391085749506048,Tue May 01 18:57:08 +0000 2018,2018-05-01 18:57:08+00:00,FSPC_journal,RT @FITfashionstory: This white cotton piqué afternoon dress with black cording was a style often recommended for summer walking for its st…,retweet,,,,,0,,,,en,,,13,989952157288890368,FITfashionstory,846186826494816256,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",855041445182541825,Thu Apr 20 12:52:21 +0000 2017,False,"Fashion, Style & Popular Culture is a peer-reviewed journal specifically dedicated to the area of fashion scholarship and its interfacings with popular culture.",10,68,47,0,,FSPC_journal,48,,"https://www.intellectbooks.co.uk/journals/view-Journal,id=221/",False
991390958250950656,https://twitter.com/EvanPeterWill/status/991390958250950656,Tue May 01 18:56:38 +0000 2018,2018-05-01 18:56:38+00:00,EvanPeterWill,"OCR in the news, as usual, touting AI and tech, rather than that actual critical labor of digitizing everything in the first place.

p.s. access to Vatican archives is not a tech problem, it is a cultural one--i.e. no one was allowed access! 
#digitalhumanities https://t.co/7aRx6iMfZ2",quote,,digitalhumanities,,https://twitter.com/TheAtlantic/status/990975267878457344,0,,,,en,,False,1,990975267878457344,TheAtlantic,35773039,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3315299046,Fri Aug 14 20:08:43 +0000 2015,False,Digital Librarian,3920,159,185,24,"Moscow, ID",Evan Will,1955,Pacific Time (US & Canada),http://evanwill.github.io/,False
991390872100048904,https://twitter.com/dsl_raynor/status/991390872100048904,Tue May 01 18:56:17 +0000 2018,2018-05-01 18:56:17+00:00,dsl_raynor,"Looking for an impactful #DH project? Check out the ""Tipping Points Project"" by students @Georgetown and @BrownUniversity. The site aims to help people understand the local consequences of global #climatechange through articles and maps.

#DHnewcool #DHnetwork #digitalhumanities https://t.co/QdkyWR06iv",quote,,DH climatechange DHnewcool DHnetwork digitalhumanities,,https://twitter.com/DagomarDegroot/status/991352457551851520,0,,,,en,,False,1,991352457551851520,DagomarDegroot,521673915,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",951208553502691328,Wed Jan 10 21:46:06 +0000 2018,False,The Digital Scholarship Lab at Marquette University's Raynor Memorial Libraries  ||  Email: raynordms@marquette.edu,12,28,78,0,"Milwaukee, WI",Raynor Digital Scholarship Lab,32,,http://mu.edu/library/digital-scholarship-lab/,False
991390682806996993,https://twitter.com/ndngenuity/status/991390682806996993,Tue May 01 18:55:32 +0000 2018,2018-05-01 18:55:32+00:00,ndngenuity,"RT @DagomarDegroot: Introducing the ""Tipping Points Project,"" a new, student-driven initiative at @Georgetown that aims to raise awareness…",retweet,,,,,0,,,,en,,,8,991352457551851520,DagomarDegroot,521673915,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",442061349,Tue Dec 20 18:18:58 +0000 2011,False,"American Indian advisor promoting indigenous ideas, perspectives, solutions, & Indigenous Cultural Landscapes. Available for lectures & small contracts.",15046,1502,195,195,Chesapeake Bay watershed,ndngenuity,113262,Eastern Time (US & Canada),,False
991390376656363521,https://twitter.com/hpiedcoq/status/991390376656363521,Tue May 01 18:54:19 +0000 2018,2018-05-01 18:54:19+00:00,hpiedcoq,RT @OpenSemSearch: New #OpenSource release of #Open #Semantic #EntityExtraction #API with #Python module Entity Manager for easier import o…,retweet,,OpenSource Open Semantic EntityExtraction API Python,,,0,,,,en,,False,4,991389072190050305,OpenSemSearch,1104347432,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",204044387,Sun Oct 17 20:01:21 +0000 2010,False,"هيرفي. Been There, Done That.
Also on https://t.co/1ilG1SrBgm - OSINT. 
Data Driven Pessimism™ as a Service. Homme de Buanderie.
Law, Tech and a bit of code.",8437,1391,965,249,"Paris, France",Ⓗⓟⓘⓔⓓⓒⓞⓠ,2738,Paris,,False
991389807682228225,https://twitter.com/RojasCastroA/status/991389807682228225,Tue May 01 18:52:03 +0000 2018,2018-05-01 18:52:03+00:00,RojasCastroA,RT @ProgHist: .@dennistenen y @gwijthoff te enseñan a usar #pandoc y #Markdown para transformar tus documentos. Traducción de @Victor_Gayol…,retweet,,pandoc Markdown,,,0,,,,es,,False,3,991354225685876738,ProgHist,607602141,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1462609603,Mon May 27 16:37:06 +0000 2013,False,Postdoctoral researcher @CCeHum #HumanidadesDigitales #DigitalHumanities,8173,1168,758,85,"Colonia, Alemania",Antonio Rojas Castro,8482,Madrid,http://www.antoniorojascastro.com,False
991389292164415490,https://twitter.com/DDJ_Tools/status/991389292164415490,Tue May 01 18:50:01 +0000 2018,2018-05-01 18:50:01+00:00,DDJ_Tools,RT @OpenSemSearch: New #OpenSource release of #Open #Semantic #EntityExtraction #API with #Python module Entity Manager for easier import o…,retweet,,OpenSource Open Semantic EntityExtraction API Python,,,0,,,,en,,False,4,991389072190050305,OpenSemSearch,1104347432,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2215577376,Tue Nov 26 11:42:24 +0000 2013,False,"#OpenSource Tools: #datajournalism, investigative data-driven #journalism #DDJ, #dataviz, #datavis, Investigativer #Journalismus, #Datenjournalismus, #Recherche",302,3030,5002,424,,Datajournalism Tools,1530,Berlin,http://www.mandalka.name/investigative_journalism/,False
991389072190050305,https://twitter.com/OpenSemSearch/status/991389072190050305,Tue May 01 18:49:08 +0000 2018,2018-05-01 18:49:08+00:00,OpenSemSearch,New #OpenSource release of #Open #Semantic #EntityExtraction #API with #Python module Entity Manager for easier import of Entities from custom datasources (f.e import of names from database (SQL) or content management system (CMS): https://t.co/KhQA3A4w4m #ddj #digitalhumanities,original,,OpenSource Open Semantic EntityExtraction API Python ddj digitalhumanities,,https://github.com/opensemanticsearch/open-semantic-entity-search-api,3,,,,en,,False,4,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1104347432,Sat Jan 19 18:30:46 +0000 2013,False,"Own search engine (#opensource) to #search & analyze large document sets, archives & news (exploratory search, #textmining, annotation, #privacy,  #ocr & #ddj)",159,1146,5002,125,"Karlsruhe, Germany",Open Semantic Search,620,Bern,https://opensemanticsearch.org,False
991387671011430400,https://twitter.com/weserhag/status/991387671011430400,Tue May 01 18:43:34 +0000 2018,2018-05-01 18:43:34+00:00,weserhag,RT @AAIHS: #Job Opening: #Postdoctoral Fellow &amp; Project Coordinator in Digital Humanities and Popular Political #Education - @smithcollege…,retweet,,Job Postdoctoral Education,,,0,,,,en,,,8,991301371478577152,AAIHS,2477017982,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2191033945,Tue Nov 12 20:53:33 +0000 2013,False,humanities as black studies,528,432,368,18,academia as heart of whiteness,Sabine Broeck,5892,,,False
991386576012890112,https://twitter.com/USTABGA/status/991386576012890112,Tue May 01 18:39:13 +0000 2018,2018-05-01 18:39:13+00:00,USTABGA,RT @jlori: La próxima semana en Colombia invitado por la @USTABGA al Congreso Internacional de Humanidades https://t.co/QwGji611RH #digital…,retweet,,,,http://www.ustabuca.edu.co/gpresenzia/vista/tpl/ustabmanga/-xvi-congreso-internacional-de-humanidades-usta.html,0,,,,es,,False,4,991282000278511616,jlori,8075962,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",553868780,Sat Apr 14 22:07:52 +0000 2012,False,"Institución nacional de alta calidad humanista que forma de manera integral en procesos de docencia, investigación y proyección social.",1535,2630,59,30,"Bucaramanga, Santander",USTA Bucaramanga,4606,Bogota,http://www.ustabuca.edu.co,False
991383435645140992,https://twitter.com/IntrepidHistory/status/991383435645140992,Tue May 01 18:26:44 +0000 2018,2018-05-01 18:26:44+00:00,IntrepidHistory,"RT @OregonDH: This Friday, May 4 we are hosting the first installment in a two-part series on #Excel Basics for #Humanists. The workshops i…",retweet,,Excel Humanists,,,0,,,,en,,,2,991338929201664000,OregonDH,4415781674,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1736007758,Fri Sep 06 18:04:26 +0000 2013,False,"Ethnohistorian: Colonial Latin America, Digital Humanities, Museum Studies, Nahuatl, Hist. of Education, Religion, and Place-Identity... and Dad jokes.",1484,204,1183,5,"Eugene, OR",Josh Fitzgerald,1145,,,False
991383332859494400,https://twitter.com/UofILibrary/status/991383332859494400,Tue May 01 18:26:20 +0000 2018,2018-05-01 18:26:20+00:00,UofILibrary,Great to see #DigitalHumanities students present in Potlatch! https://t.co/t10HPQO1S3,quote,,DigitalHumanities,,https://twitter.com/IdahoPubRadio/status/991097822110932997,1,,,,en,,False,1,991097822110932997,IdahoPubRadio,2284308170,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",77291023,Fri Sep 25 19:31:26 +0000 2009,False,"Bringing the best of Idaho to the world, and the best of the world to Idaho. Got a question? Tweet us, call us at 208-885-6584, or text us at 208-449-0841.",1222,945,334,41,"Moscow, ID",University of Idaho Library,3267,Pacific Time (US & Canada),http://www.lib.uidaho.edu,False
991383205164077066,https://twitter.com/IITHumanScience/status/991383205164077066,Tue May 01 18:25:49 +0000 2018,2018-05-01 18:25:49+00:00,IITHumanScience,"#DigitalHumanities major Amy Kamin will host Rendr, a pop-up gallery where art meets interactive technology. Established and rising local artists will be featured at the gallery on Wed. 5/2, 5:30-8p.m. at @1871Chicago. Learn more: https://t.co/zhWxNYUz7f  @IIT_HUM #IITLewis https://t.co/RqwtbXkG1s",original,,DigitalHumanities IITLewis,https://twitter.com/IITHumanScience/status/991383205164077066/photo/1,http://bit.ly/RendrPopUpGallery,0,,,,en,,False,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1225586995,Wed Feb 27 16:53:07 +0000 2013,False,"@IllinoisTech's Lewis College of Human Sciences is home to the Departments of Humanities, Psychology, and Social Sciences. #IITLewis  #IllinoisTech",131,424,237,4,"Chicago, IL",IITHumanSciences,749,Central Time (US & Canada),http://humansciences.iit.edu,False
991382984870809600,https://twitter.com/ERIHSuk/status/991382984870809600,Tue May 01 18:24:57 +0000 2018,2018-05-01 18:24:57+00:00,ERIHSuk,RT @CLARINERIC: Wrap Up &amp; Materials of @Parthenos_EU eHumanities and eHeritage Webinar Series Webinar: eHumanities and eHeritage Infrastruc…,retweet,,,,,0,,,,en,,,8,991315810588266496,CLARINERIC,1222308966,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",746305937858781184,Fri Jun 24 11:36:16 +0000 2016,False,Tweets from the UK hub of the European Research Infrastructure for #HeritageScience,23,99,128,4,UK,E-RIHS.uk,93,Pacific Time (US & Canada),http://e-rihs.ac.uk,False
991382749859733505,https://twitter.com/Natis/status/991382749859733505,Tue May 01 18:24:01 +0000 2018,2018-05-01 18:24:01+00:00,Natis,RT @AAIHS: #Job Opening: #Postdoctoral Fellow &amp; Project Coordinator in Digital Humanities and Popular Political #Education - @smithcollege…,retweet,,Job Postdoctoral Education,,,0,,,,en,,,8,991301371478577152,AAIHS,2477017982,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",7109282,Wed Jun 27 13:33:12 +0000 2007,False,#qpoc #qwoc #writer #teamvirgo  #poet  #blackout #feminism #poc #caribbean #woc #afroboricua #philly #hispanic Post[apocalyptic] and cryptic as fuck.♍️👧🏿,5580,640,547,18,Philly bound. Afro Boricua,Medusa.Su neV,43910,Central Time (US & Canada),,False
991382454412996609,https://twitter.com/DigtalHumanatee/status/991382454412996609,Tue May 01 18:22:50 +0000 2018,2018-05-01 18:22:50+00:00,DigtalHumanatee,"RT @HxxxKxxx: JOB: Im DFG-Projekt „Methoden der Digital Humanities in Anwendung für den Aufbau und die Nutzung von Webarchiven“ 
Wissenscha…",retweet,,,,,0,,,,de,,,6,991369357086294016,HxxxKxxx,948243710,"<a href=""https://twitter.com/DigtalHumanatee?lang=en"" rel=""nofollow"">K. White</a>",987712090071814144,Sat Apr 21 15:18:07 +0000 2018,True,,0,13,2,0,,K. White,386,Pacific Time (US & Canada),,False
991381665854427137,https://twitter.com/BethMLander/status/991381665854427137,Tue May 01 18:19:42 +0000 2018,2018-05-01 18:19:42+00:00,BethMLander,RT @CPPHistMedLib: Need some tools for building engaging #digitalexhibits from your collections? Our newest blog post discusses two #digita…,retweet,,digitalexhibits,,,0,,,,en,,,4,989202541425676292,CPPHistMedLib,980780816,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",257485838,Fri Feb 25 14:40:20 +0000 2011,False,"Librarian, College of Physicians of Philadelphia, where I strive to be disturbingly informative. Retweets are mine alone.",62,94,91,10,Pennsylvania,Beth Lander,812,Eastern Time (US & Canada),http://collegeofphysicians.org/library,False
991380846526558208,https://twitter.com/Ms_History/status/991380846526558208,Tue May 01 18:16:27 +0000 2018,2018-05-01 18:16:27+00:00,Ms_History,"RT @HxxxKxxx: JOB: Im DFG-Projekt „Methoden der Digital Humanities in Anwendung für den Aufbau und die Nutzung von Webarchiven“ 
Wissenscha…",retweet,,,,,0,,,,de,,,6,991369357086294016,HxxxKxxx,948243710,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",549180632,Mon Apr 09 12:17:10 +0000 2012,False,"Historian of early modern science, art, and ideas. Key words: material culture, taste, medicine, recipes, techniques, DH, DAH. Postdoc @ArtechneProject.",1015,588,755,24,Netherlands,Marieke Hendriksen,778,Amsterdam,http://www.mariekehendriksen.nl,False
991380823818555392,https://twitter.com/Real_Person_DH/status/991380823818555392,Tue May 01 18:16:22 +0000 2018,2018-05-01 18:16:22+00:00,Real_Person_DH,"RT @HxxxKxxx: JOB: Im DFG-Projekt „Methoden der Digital Humanities in Anwendung für den Aufbau und die Nutzung von Webarchiven“ 
Wissenscha…",retweet,,,,,0,,,,de,,,6,991369357086294016,HxxxKxxx,948243710,"<a href=""http://digitalhumanitiesnow.org/"" rel=""nofollow"">Totally Real DH Person</a>",967503330066010112,Sat Feb 24 20:55:44 +0000 2018,False,I AM A REAL HUMAN THAT IS IN DIGITAL HUMANITIES!,0,80,2,2,Earth,Totally Real DH Person,3842,Pacific Time (US & Canada),http://digitalhumanitiesnow.org/,False
991379329933303808,https://twitter.com/HealeyParera/status/991379329933303808,Tue May 01 18:10:25 +0000 2018,2018-05-01 18:10:25+00:00,HealeyParera,RT @AAIHS: #Job Opening: #Postdoctoral Fellow &amp; Project Coordinator in Digital Humanities and Popular Political #Education - @smithcollege…,retweet,,Job Postdoctoral Education,,,0,,,,en,,,8,991301371478577152,AAIHS,2477017982,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1968828768,Fri Oct 18 13:19:52 +0000 2013,False,Historian | Latin America | Cities | Environments | Disasters | Politics | Book: The Ruins of the New Argentina,138060,5506,2691,158,"Storrs, Connecticut",Mark Healey,47229,Eastern Time (US & Canada),http://uconn.academia.edu/MarkHealey,False
991377752472408067,https://twitter.com/KeishaBlain/status/991377752472408067,Tue May 01 18:04:09 +0000 2018,2018-05-01 18:04:09+00:00,KeishaBlain,RT @AAIHS: #Job Opening: #Postdoctoral Fellow &amp; Project Coordinator in Digital Humanities and Popular Political #Education - @smithcollege…,retweet,,Job Postdoctoral Education,,,0,,,,en,,,8,991301371478577152,AAIHS,2477017982,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2825591395,Mon Sep 22 03:15:31 +0000 2014,False,Historian | @AAIHS President + @BlkPerspectives Senior Editor | My book SET THE WORLD ON FIRE (@PennPress) is on sale now: https://t.co/tZefBsnuqO,53407,15323,615,445,"Pittsburgh, PA",Keisha N. Blain,44715,America/New_York,http://www.keishablain.com/,True
